tomato OrthoGene,arabidopsis OrthoGene,Orthogroup,tomato Symbol,arabidopsis Symbol
4081_0:004aac,3702_0:002a1f,313296at3193,LOC101245697,AT2G30830
4081_0:004b4c,3702_0:002a1f,313296at3193,LOC101259580,AT2G30830
4081_0:004b58,3702_0:002a1f,313296at3193,LOC101260178,AT2G30830
4081_0:004bd2,3702_0:002a1f,313296at3193,LOC101249199,AT2G30830
4081_0:004c7f,3702_0:002a1f,313296at3193,LOC101247162,AT2G30830
4081_0:004cbe,3702_0:002a1f,313296at3193,LOC101259885,AT2G30830
4081_0:004d1c,3702_0:002a1f,313296at3193,LOC101245991,AT2G30830
4081_0:00607b,3702_0:002a1f,313296at3193,ODD,AT2G30830
4081_0:001ff4,3702_0:002c04,313296at3193,E8,AT2G30840
4081_0:002175,3702_0:002c04,313296at3193,LOC101250295,AT2G30840
4081_0:002331,3702_0:002c04,313296at3193,LOC101250009,AT2G30840
4081_0:0046ab,3702_0:002c04,313296at3193,LOC101244528,AT2G30840
4081_0:0046d7,3702_0:002c04,313296at3193,LOC101246865,AT2G30840
4081_0:0046e5,3702_0:002c04,313296at3193,AT2G05710,AT2G30840
4081_0:004714,3702_0:002c04,313296at3193,LOC101245399,AT2G30840
4081_0:004749,3702_0:002c04,313296at3193,LOC101244810,AT2G30840
4081_0:0048b2,3702_0:002c04,313296at3193,LOC101245098,AT2G30840
4081_0:00490a,3702_0:002c04,313296at3193,LOC101248415,AT2G30840
4081_0:004a8c,3702_0:002c04,313296at3193,LOC101247464,AT2G30840
4081_0:004aa7,3702_0:002c04,313296at3193,LOC101249481,AT2G30840
4081_0:004aac,3702_0:002c04,313296at3193,LOC101245697,AT2G30840
4081_0:004b4c,3702_0:002c04,313296at3193,LOC101259580,AT2G30840
4081_0:004b58,3702_0:002c04,313296at3193,LOC101260178,AT2G30840
4081_0:004bd2,3702_0:002c04,313296at3193,LOC101249199,AT2G30840
4081_0:004c7f,3702_0:002c04,313296at3193,LOC101247162,AT2G30840
4081_0:004cbe,3702_0:002c04,313296at3193,LOC101259885,AT2G30840
4081_0:004d1c,3702_0:002c04,313296at3193,LOC101245991,AT2G30840
4081_0:00607b,3702_0:002c04,313296at3193,ODD,AT2G30840
4081_0:001ff4,3702_0:005847,313296at3193,E8,AT5G59530
4081_0:002175,3702_0:005847,313296at3193,LOC101250295,AT5G59530
4081_0:002331,3702_0:005847,313296at3193,LOC101250009,AT5G59530
4081_0:0046ab,3702_0:005847,313296at3193,LOC101244528,AT5G59530
4081_0:0046d7,3702_0:005847,313296at3193,LOC101246865,AT5G59530
4081_0:0046e5,3702_0:005847,313296at3193,AT2G05710,AT5G59530
4081_0:004714,3702_0:005847,313296at3193,LOC101245399,AT5G59530
4081_0:004749,3702_0:005847,313296at3193,LOC101244810,AT5G59530
4081_0:0048b2,3702_0:005847,313296at3193,LOC101245098,AT5G59530
4081_0:00490a,3702_0:005847,313296at3193,LOC101248415,AT5G59530
4081_0:004a8c,3702_0:005847,313296at3193,LOC101247464,AT5G59530
4081_0:004aa7,3702_0:005847,313296at3193,LOC101249481,AT5G59530
4081_0:004aac,3702_0:005847,313296at3193,LOC101245697,AT5G59530
4081_0:004b4c,3702_0:005847,313296at3193,LOC101259580,AT5G59530
4081_0:004b58,3702_0:005847,313296at3193,LOC101260178,AT5G59530
4081_0:004bd2,3702_0:005847,313296at3193,LOC101249199,AT5G59530
4081_0:004c7f,3702_0:005847,313296at3193,LOC101247162,AT5G59530
4081_0:004cbe,3702_0:005847,313296at3193,LOC101259885,AT5G59530
4081_0:004d1c,3702_0:005847,313296at3193,LOC101245991,AT5G59530
4081_0:00607b,3702_0:005847,313296at3193,ODD,AT5G59530
4081_0:001ff4,3702_0:00650a,313296at3193,E8,AT5G59540
4081_0:002175,3702_0:00650a,313296at3193,LOC101250295,AT5G59540
4081_0:002331,3702_0:00650a,313296at3193,LOC101250009,AT5G59540
4081_0:0046ab,3702_0:00650a,313296at3193,LOC101244528,AT5G59540
4081_0:0046d7,3702_0:00650a,313296at3193,LOC101246865,AT5G59540
4081_0:0046e5,3702_0:00650a,313296at3193,AT2G05710,AT5G59540
4081_0:004714,3702_0:00650a,313296at3193,LOC101245399,AT5G59540
4081_0:004749,3702_0:00650a,313296at3193,LOC101244810,AT5G59540
4081_0:0048b2,3702_0:00650a,313296at3193,LOC101245098,AT5G59540
4081_0:00490a,3702_0:00650a,313296at3193,LOC101248415,AT5G59540
4081_0:004a8c,3702_0:00650a,313296at3193,LOC101247464,AT5G59540
4081_0:004aa7,3702_0:00650a,313296at3193,LOC101249481,AT5G59540
4081_0:004aac,3702_0:00650a,313296at3193,LOC101245697,AT5G59540
4081_0:004b4c,3702_0:00650a,313296at3193,LOC101259580,AT5G59540
4081_0:004b58,3702_0:00650a,313296at3193,LOC101260178,AT5G59540
4081_0:004bd2,3702_0:00650a,313296at3193,LOC101249199,AT5G59540
4081_0:004c7f,3702_0:00650a,313296at3193,LOC101247162,AT5G59540
4081_0:004cbe,3702_0:00650a,313296at3193,LOC101259885,AT5G59540
4081_0:004d1c,3702_0:00650a,313296at3193,LOC101245991,AT5G59540
4081_0:00607b,3702_0:00650a,313296at3193,ODD,AT5G59540
4081_0:004188,3702_0:001ea0,313347at3193,LOC101251015,AT2G19400
4081_0:005f1a,3702_0:001ea0,313347at3193,LOC101246404,AT2G19400
4081_0:004188,3702_0:0041c4,313347at3193,LOC101251015,AT4G33080
4081_0:005f1a,3702_0:0041c4,313347at3193,LOC101246404,AT4G33080
4081_0:005549,3702_0:000b38,313452at3193,LOC101255556,AT1G71340
4081_0:001eb1,3702_0:000193,31385at3193,AKR4B,AT1G59960
4081_0:0027e1,3702_0:000193,31385at3193,LOC101256763,AT1G59960
4081_0:0060cf,3702_0:000193,31385at3193,LOC101254364,AT1G59960
4081_0:001eb1,3702_0:0006ba,31385at3193,AKR4B,AT1G59950
4081_0:0027e1,3702_0:0006ba,31385at3193,LOC101256763,AT1G59950
4081_0:0060cf,3702_0:0006ba,31385at3193,LOC101254364,AT1G59950
4081_0:0012d9,3702_0:0007c3,313934at3193,LOC101246207,AT1G29980
4081_0:0012d9,3702_0:001f84,313934at3193,LOC101246207,AT2G34510
4081_0:005888,3702_0:00674f,313981at3193,LOC101261879,AT5G12920
4081_0:0013a3,3702_0:0000bc,314107at3193,LOC101251736,AT1G11390
4081_0:001c89,3702_0:0000bc,314107at3193,LOC101264593,AT1G11390
4081_0:0013a3,3702_0:00075c,314107at3193,LOC101251736,AT1G61640
4081_0:001c89,3702_0:00075c,314107at3193,LOC101264593,AT1G61640
4081_0:0060b3,3702_0:000a5d,314182at3193,LOC101266319,AT1G58410
4081_0:0060b3,3702_0:000b91,314182at3193,LOC101266319,AT2G02450
4081_0:0060b3,3702_0:000e56,314182at3193,LOC101266319,AT1G59620
4081_0:0060b3,3702_0:0011de,314182at3193,LOC101266319,AT1G50180
4081_0:0060b3,3702_0:00127c,314182at3193,LOC101266319,AT1G53350
4081_0:0060b3,3702_0:00571a,314182at3193,LOC101266319,AT5G43470
4081_0:0060b3,3702_0:005805,314182at3193,LOC101266319,AT5G35450
4081_0:0060b3,3702_0:0059c9,314182at3193,LOC101266319,AT5G48620
4081_0:001842,3702_0:0053a4,314237at3193,LOC101258529,AT5G58390
4081_0:002b92,3702_0:0053a4,314237at3193,LOC101264425,AT5G58390
4081_0:002d45,3702_0:0053a4,314237at3193,LOC101267810,AT5G58390
4081_0:003019,3702_0:0053a4,314237at3193,LOC101248494,AT5G58390
4081_0:003057,3702_0:0053a4,314237at3193,LOC101261825,AT5G58390
4081_0:003e94,3702_0:0053a4,314237at3193,LOC101244682,AT5G58390
4081_0:001842,3702_0:005ec4,314237at3193,LOC101258529,AT5G05340
4081_0:002b92,3702_0:005ec4,314237at3193,LOC101264425,AT5G05340
4081_0:002d45,3702_0:005ec4,314237at3193,LOC101267810,AT5G05340
4081_0:003019,3702_0:005ec4,314237at3193,LOC101248494,AT5G05340
4081_0:003057,3702_0:005ec4,314237at3193,LOC101261825,AT5G05340
4081_0:003e94,3702_0:005ec4,314237at3193,LOC101244682,AT5G05340
4081_0:001842,3702_0:00618c,314237at3193,LOC101258529,AT5G58400
4081_0:002b92,3702_0:00618c,314237at3193,LOC101264425,AT5G58400
4081_0:002d45,3702_0:00618c,314237at3193,LOC101267810,AT5G58400
4081_0:003019,3702_0:00618c,314237at3193,LOC101248494,AT5G58400
4081_0:003057,3702_0:00618c,314237at3193,LOC101261825,AT5G58400
4081_0:003e94,3702_0:00618c,314237at3193,LOC101244682,AT5G58400
4081_0:00574a,3702_0:005975,31437at3193,MADS29,AT5G23260
4081_0:00049d,3702_0:000156,314594at3193,LOC101259276,AT1G13700
4081_0:00176b,3702_0:000156,314594at3193,LOC101244165,AT1G13700
4081_0:002e1e,3702_0:000156,314594at3193,LOC101264118,AT1G13700
4081_0:002fff,3702_0:000156,314594at3193,LOC101263711,AT1G13700
4081_0:003c9e,3702_0:000156,314594at3193,LOC101262229,AT1G13700
4081_0:00049d,3702_0:004030,314594at3193,LOC101259276,AT3G49360
4081_0:00176b,3702_0:004030,314594at3193,LOC101244165,AT3G49360
4081_0:002e1e,3702_0:004030,314594at3193,LOC101264118,AT3G49360
4081_0:002fff,3702_0:004030,314594at3193,LOC101263711,AT3G49360
4081_0:003c9e,3702_0:004030,314594at3193,LOC101262229,AT3G49360
4081_0:00049d,3702_0:0062b3,314594at3193,LOC101259276,AT5G24400
4081_0:00176b,3702_0:0062b3,314594at3193,LOC101244165,AT5G24400
4081_0:002e1e,3702_0:0062b3,314594at3193,LOC101264118,AT5G24400
4081_0:002fff,3702_0:0062b3,314594at3193,LOC101263711,AT5G24400
4081_0:003c9e,3702_0:0062b3,314594at3193,LOC101262229,AT5G24400
4081_0:00344c,3702_0:002630,314852at3193,LOC101253384,AT2G40670
4081_0:003727,3702_0:002630,314852at3193,LOC101248398,AT2G40670
4081_0:00344c,3702_0:003038,314852at3193,LOC101253384,AT3G56380
4081_0:003727,3702_0:003038,314852at3193,LOC101248398,AT3G56380
4081_0:00492c,3702_0:0060e5,314962at3193,LOC101243933,AT5G18390
4081_0:000c8a,3702_0:003169,315024at3193,LOC101253148,AT3G57610
4081_0:005042,3702_0:003169,315024at3193,LOC101258802,AT3G57610
4081_0:002ab1,3702_0:000775,315048at3193,LOC109120362,AT1G70630
4081_0:002b34,3702_0:000467,31511at3193,HPPK-DHPS,AT1G69190
4081_0:002b34,3702_0:004fb2,31511at3193,HPPK-DHPS,AT4G30000
4081_0:002196,3702_0:006833,31518at3193,LOC101258150,AT5G22370
4081_0:000b21,3702_0:0024e1,315261at3193,LOC101248417,AT2G23540
4081_0:000ca3,3702_0:0024e1,315261at3193,LOC101255648,AT2G23540
4081_0:000b21,3702_0:003971,315261at3193,LOC101248417,AT3G50400
4081_0:000ca3,3702_0:003971,315261at3193,LOC101255648,AT3G50400
4081_0:000b21,3702_0:004b50,315261at3193,LOC101248417,AT4G16230
4081_0:000ca3,3702_0:004b50,315261at3193,LOC101255648,AT4G16230
4081_0:005771,3702_0:0031f4,315273at3193,LOC101247490,AT3G14330
4081_0:0010f9,3702_0:0003ac,315277at3193,LOC101244733,AT1G29200
4081_0:0013e8,3702_0:0003ac,315277at3193,LOC101247391,AT1G29200
4081_0:0010f9,3702_0:0012ee,315277at3193,LOC101244733,AT1G11990
4081_0:0013e8,3702_0:0012ee,315277at3193,LOC101247391,AT1G11990
4081_0:0010f9,3702_0:0014dd,315277at3193,LOC101244733,AT1G62330
4081_0:0013e8,3702_0:0014dd,315277at3193,LOC101247391,AT1G62330
4081_0:00268c,3702_0:0010d8,315392at3193,LOC101251470,AT1G76140
4081_0:004054,3702_0:0010d8,315392at3193,LOC101265753,AT1G76140
4081_0:00268c,3702_0:0011ad,315392at3193,LOC101251470,AT1G20380
4081_0:004054,3702_0:0011ad,315392at3193,LOC101265753,AT1G20380
4081_0:001e4b,3702_0:0066a6,315395at3193,LOC101260322,AT5G10120
4081_0:0022a8,3702_0:0066a6,315395at3193,LOC101255685,AT5G10120
4081_0:0062d7,3702_0:0066a6,315395at3193,LOC101253880,AT5G10120
4081_0:001e4b,3702_0:0068d8,315395at3193,LOC101260322,AT5G65100
4081_0:0022a8,3702_0:0068d8,315395at3193,LOC101255685,AT5G65100
4081_0:0062d7,3702_0:0068d8,315395at3193,LOC101253880,AT5G65100
4081_0:0048fd,3702_0:001a9e,315516at3193,LOC101262246,AT1G48090
4081_0:005827,3702_0:00604d,315682at3193,LOC101055609,AT5G04590
4081_0:003ef3,3702_0:003e17,31570at3193,LOC101266536,AT3G13330
4081_0:0007a5,3702_0:000368,315815at3193,LOC101250548,AT1G22020
4081_0:0007a5,3702_0:001a21,315815at3193,LOC101250548,AT1G36370
4081_0:0039f5,3702_0:0004ed,315876at3193,LOC104648243,AT1G47450
4081_0:0039f5,3702_0:000715,315876at3193,LOC104648243,AT1G52970
4081_0:0039f5,3702_0:0007a6,315876at3193,LOC104648243,AT1G45190
4081_0:0039f5,3702_0:000b73,315876at3193,LOC104648243,AT1G47470
4081_0:0039f5,3702_0:001ceb,315876at3193,LOC104648243,AT2G04031
4081_0:0039f5,3702_0:0020e1,315876at3193,LOC104648243,AT2G04041
4081_0:0039f5,3702_0:0023e6,315876at3193,LOC104648243,AT2G04037
4081_0:0039f5,3702_0:003728,315876at3193,LOC104648243,AT3G11990
4081_0:0039f5,3702_0:00469a,315876at3193,LOC104648243,AT4G13261
4081_0:0039f5,3702_0:0051ae,315876at3193,LOC104648243,AT4G13263
4081_0:0039f5,3702_0:005709,315876at3193,LOC104648243,AT5G35405
4081_0:0039f5,3702_0:005b60,315876at3193,LOC104648243,AT5G34881
4081_0:0039f5,3702_0:005ce4,315876at3193,LOC104648243,AT5G34887
4081_0:00180e,3702_0:006572,316076at3193,LOC101257641,AT5G41040
4081_0:0012cc,3702_0:001a82,316143at3193,LOC101253154,AT1G66460
4081_0:00136e,3702_0:001a82,316143at3193,LOC101256823,AT1G66460
4081_0:0012cc,3702_0:00689a,316143at3193,LOC101253154,AT5G37790
4081_0:00136e,3702_0:00689a,316143at3193,LOC101256823,AT5G37790
4081_0:0004e3,3702_0:001e59,316158at3193,LOC101266077,AT2G16770
4081_0:004f70,3702_0:001e59,316158at3193,LOC104649609,AT2G16770
4081_0:0004e3,3702_0:004b85,316158at3193,LOC101266077,AT4G35040
4081_0:004f70,3702_0:004b85,316158at3193,LOC104649609,AT4G35040
4081_0:0053a5,3702_0:0007cf,316202at3193,LOC101254842,AT1G22800
4081_0:000567,3702_0:0012f9,316226at3193,LOC104646454,AT1G48120
4081_0:001e01,3702_0:0012f9,316226at3193,LOC104646088,AT1G48120
4081_0:00389d,3702_0:0012f9,316226at3193,LOC112941812,AT1G48120
4081_0:004562,3702_0:0012f9,316226at3193,LOC109120907,AT1G48120
4081_0:004f9a,3702_0:0012f9,316226at3193,LOC109121287,AT1G48120
4081_0:005ef4,3702_0:0012f9,316226at3193,LOC101258134,AT1G48120
4081_0:00021a,3702_0:002545,316544at3193,LOC101244224,AT2G38770
4081_0:001e17,3702_0:0031f8,316555at3193,LOC101259322,AT3G44830
4081_0:00336c,3702_0:0031f8,316555at3193,LOC101263223,AT3G44830
4081_0:00359b,3702_0:0031f8,316555at3193,LOC101261928,AT3G44830
4081_0:003a2c,3702_0:0031f8,316555at3193,LOC101258674,AT3G44830
4081_0:005914,3702_0:0031f8,316555at3193,LOC101266485,AT3G44830
4081_0:001e17,3702_0:005763,316555at3193,LOC101259322,AT5G13640
4081_0:00336c,3702_0:005763,316555at3193,LOC101263223,AT5G13640
4081_0:00359b,3702_0:005763,316555at3193,LOC101261928,AT5G13640
4081_0:003a2c,3702_0:005763,316555at3193,LOC101258674,AT5G13640
4081_0:005914,3702_0:005763,316555at3193,LOC101266485,AT5G13640
4081_0:004ddc,3702_0:002dd5,31662at3193,LOC101248438,AT3G50100
4081_0:004ddc,3702_0:0037e4,31662at3193,LOC101248438,AT3G50090
4081_0:001185,3702_0:001e9e,316691at3193,LOC101251741,AT2G34090
4081_0:0004c6,3702_0:00667c,316852at3193,LOC101253022,AT5G13700
4081_0:003672,3702_0:000365,316882at3193,LOC544055,AT1G07920
4081_0:0036df,3702_0:000365,316882at3193,LOC101244084,AT1G07920
4081_0:005b1e,3702_0:000365,316882at3193,LOC101264700,AT1G07920
4081_0:003672,3702_0:00042f,316882at3193,LOC544055,AT1G07930
4081_0:0036df,3702_0:00042f,316882at3193,LOC101244084,AT1G07930
4081_0:005b1e,3702_0:00042f,316882at3193,LOC101264700,AT1G07930
4081_0:003672,3702_0:001418,316882at3193,LOC544055,AT1G07940
4081_0:0036df,3702_0:001418,316882at3193,LOC101244084,AT1G07940
4081_0:005b1e,3702_0:001418,316882at3193,LOC101264700,AT1G07940
4081_0:003672,3702_0:006327,316882at3193,LOC544055,AT5G60390
4081_0:0036df,3702_0:006327,316882at3193,LOC101244084,AT5G60390
4081_0:005b1e,3702_0:006327,316882at3193,LOC101264700,AT5G60390
4081_0:002852,3702_0:000e00,316907at3193,LOC101244578,AT1G35180
4081_0:005fac,3702_0:000e00,316907at3193,LOC104645202,AT1G35180
4081_0:002852,3702_0:001567,316907at3193,LOC101244578,AT1G35170
4081_0:005fac,3702_0:001567,316907at3193,LOC104645202,AT1G35170
4081_0:002852,3702_0:00189e,316907at3193,LOC101244578,AT1G45010
4081_0:005fac,3702_0:00189e,316907at3193,LOC104645202,AT1G45010
4081_0:00329b,3702_0:000a76,316982at3193,LOC101255414,AT1G08120
4081_0:004624,3702_0:000a76,316982at3193,LOC101262835,AT1G08120
4081_0:00329b,3702_0:0065b1,316982at3193,LOC101255414,AT5G26110
4081_0:004624,3702_0:0065b1,316982at3193,LOC101262835,AT5G26110
4081_0:000020,3702_0:0040df,317129at3193,JMJ524,AT3G20810
4081_0:002427,3702_0:00492a,31714at3193,LOC101254479,AT4G24530
4081_0:0059f4,3702_0:00492a,31714at3193,LOC101246780,AT4G24530
4081_0:002427,3702_0:0062fc,31714at3193,LOC101254479,AT5G65470
4081_0:0059f4,3702_0:0062fc,31714at3193,LOC101246780,AT5G65470
4081_0:001200,3702_0:002d9a,317190at3193,LOC101257433,AT3G27650
4081_0:001adc,3702_0:002d9a,317190at3193,LOC101263693,AT3G27650
4081_0:002f7b,3702_0:002d9a,317190at3193,LOC101253500,AT3G27650
4081_0:001200,3702_0:006587,317190at3193,LOC101257433,AT5G63090
4081_0:001adc,3702_0:006587,317190at3193,LOC101263693,AT5G63090
4081_0:002f7b,3702_0:006587,317190at3193,LOC101253500,AT5G63090
4081_0:00077d,3702_0:001982,3172at3193,LOC101249752,AT1G70480
4081_0:001588,3702_0:001e9d,317358at3193,LOC101257425,AT2G18000
4081_0:002455,3702_0:001e9d,317358at3193,LOC101248968,AT2G18000
4081_0:001588,3702_0:0057c8,317358at3193,LOC101257425,AT5G45600
4081_0:002455,3702_0:0057c8,317358at3193,LOC101248968,AT5G45600
4081_0:0020b4,3702_0:0003bb,31746at3193,LOC101260723,AT1G42470
4081_0:0020b4,3702_0:004388,31746at3193,LOC101260723,AT4G38350
4081_0:004ed3,3702_0:002bc9,317504at3193,LOC101260677,AT2G40850
4081_0:004ed3,3702_0:0033db,317504at3193,LOC101260677,AT3G56600
4081_0:001ae9,3702_0:0039f8,317586at3193,LOC101249793,AT3G27110
4081_0:003148,3702_0:006a31,317997at3193,LOC101268288,AT5G54830
4081_0:00607c,3702_0:0031e6,31816at3193,LOC101266318,AT3G06670
4081_0:002198,3702_0:001923,318211at3193,LOC101260424,AT1G64760
4081_0:002376,3702_0:001923,318211at3193,LOC101254079,AT1G64760
4081_0:002be8,3702_0:001923,318211at3193,LOC101251982,AT1G64760
4081_0:005115,3702_0:001923,318211at3193,LOC101244915,AT1G64760
4081_0:005709,3702_0:001923,318211at3193,LOC101248638,AT1G64760
4081_0:006118,3702_0:001923,318211at3193,LOC101246798,AT1G64760
4081_0:002198,3702_0:002455,318211at3193,LOC101260424,AT2G19440
4081_0:002376,3702_0:002455,318211at3193,LOC101254079,AT2G19440
4081_0:002be8,3702_0:002455,318211at3193,LOC101251982,AT2G19440
4081_0:005115,3702_0:002455,318211at3193,LOC101244915,AT2G19440
4081_0:005709,3702_0:002455,318211at3193,LOC101248638,AT2G19440
4081_0:006118,3702_0:002455,318211at3193,LOC101246798,AT2G19440
4081_0:002198,3702_0:0034c6,318211at3193,LOC101260424,AT3G24330
4081_0:002376,3702_0:0034c6,318211at3193,LOC101254079,AT3G24330
4081_0:002be8,3702_0:0034c6,318211at3193,LOC101251982,AT3G24330
4081_0:005115,3702_0:0034c6,318211at3193,LOC101244915,AT3G24330
4081_0:005709,3702_0:0034c6,318211at3193,LOC101248638,AT3G24330
4081_0:006118,3702_0:0034c6,318211at3193,LOC101246798,AT3G24330
4081_0:002198,3702_0:003889,318211at3193,LOC101260424,AT3G04010
4081_0:002376,3702_0:003889,318211at3193,LOC101254079,AT3G04010
4081_0:002be8,3702_0:003889,318211at3193,LOC101251982,AT3G04010
4081_0:005115,3702_0:003889,318211at3193,LOC101244915,AT3G04010
4081_0:005709,3702_0:003889,318211at3193,LOC101248638,AT3G04010
4081_0:006118,3702_0:003889,318211at3193,LOC101246798,AT3G04010
4081_0:002198,3702_0:005011,318211at3193,LOC101260424,AT4G17180
4081_0:002376,3702_0:005011,318211at3193,LOC101254079,AT4G17180
4081_0:002be8,3702_0:005011,318211at3193,LOC101251982,AT4G17180
4081_0:005115,3702_0:005011,318211at3193,LOC101244915,AT4G17180
4081_0:005709,3702_0:005011,318211at3193,LOC101248638,AT4G17180
4081_0:006118,3702_0:005011,318211at3193,LOC101246798,AT4G17180
4081_0:002198,3702_0:0054cf,318211at3193,LOC101260424,AT5G18220
4081_0:002376,3702_0:0054cf,318211at3193,LOC101254079,AT5G18220
4081_0:002be8,3702_0:0054cf,318211at3193,LOC101251982,AT5G18220
4081_0:005115,3702_0:0054cf,318211at3193,LOC101244915,AT5G18220
4081_0:005709,3702_0:0054cf,318211at3193,LOC101248638,AT5G18220
4081_0:006118,3702_0:0054cf,318211at3193,LOC101246798,AT5G18220
4081_0:002198,3702_0:006363,318211at3193,LOC101260424,AT5G64790
4081_0:002376,3702_0:006363,318211at3193,LOC101254079,AT5G64790
4081_0:002be8,3702_0:006363,318211at3193,LOC101251982,AT5G64790
4081_0:005115,3702_0:006363,318211at3193,LOC101244915,AT5G64790
4081_0:005709,3702_0:006363,318211at3193,LOC101248638,AT5G64790
4081_0:006118,3702_0:006363,318211at3193,LOC101246798,AT5G64790
4081_0:001967,3702_0:00599a,318300at3193,LOC101256364,AT5G24260
4081_0:00612e,3702_0:000c48,31830at3193,LOC101255378,AT1G19750
4081_0:00612e,3702_0:000c8f,31830at3193,LOC101255378,AT1G27840
4081_0:001f7b,3702_0:0067a4,318356at3193,LOC101265213,AT5G62370
4081_0:0023a0,3702_0:000290,318537at3193,LOC101258854,AT1G47420
4081_0:005e5f,3702_0:000290,318537at3193,LOC101265625,AT1G47420
4081_0:000b84,3702_0:000c09,318544at3193,LOC101251803,AT1G26970
4081_0:002d03,3702_0:000c09,318544at3193,LOC101259436,AT1G26970
4081_0:000b84,3702_0:0015bb,318544at3193,LOC101251803,AT1G69790
4081_0:002d03,3702_0:0015bb,318544at3193,LOC101259436,AT1G69790
4081_0:000b84,3702_0:001647,318544at3193,LOC101251803,AT1G14370
4081_0:002d03,3702_0:001647,318544at3193,LOC101259436,AT1G14370
4081_0:000b84,3702_0:002380,318544at3193,LOC101251803,AT2G02800
4081_0:002d03,3702_0:002380,318544at3193,LOC101259436,AT2G02800
4081_0:003c7e,3702_0:000285,318705at3193,LOC101249384,AT1G43090
4081_0:003c7e,3702_0:000c01,318705at3193,LOC101249384,AT1G78400
4081_0:003c7e,3702_0:000e72,318705at3193,LOC101249384,AT1G43100
4081_0:003c7e,3702_0:001081,318705at3193,LOC101249384,AT1G17150
4081_0:003c7e,3702_0:001689,318705at3193,LOC101249384,AT1G43080
4081_0:003c7e,3702_0:001d5c,318705at3193,LOC101249384,AT2G15450
4081_0:003c7e,3702_0:001e3b,318705at3193,LOC101249384,AT2G26620
4081_0:003c7e,3702_0:00212a,318705at3193,LOC101249384,AT2G15460
4081_0:003c7e,3702_0:00212e,318705at3193,LOC101249384,AT2G40310
4081_0:003c7e,3702_0:00214a,318705at3193,LOC101249384,AT2G33160
4081_0:003c7e,3702_0:00259b,318705at3193,LOC101249384,AT2G15470
4081_0:003c7e,3702_0:0030e5,318705at3193,LOC101249384,AT3G07850
4081_0:003c7e,3702_0:003b72,318705at3193,LOC101249384,AT3G14040
4081_0:003c7e,3702_0:004910,318705at3193,LOC101249384,AT4G13760
4081_0:0024ba,3702_0:006093,318737at3193,LOC101246918,AT5G38890
4081_0:003e51,3702_0:0018de,318777at3193,LOC101257873,AT1G48175
4081_0:000138,3702_0:0000cc,318832at3193,LOC101247458,AT1G05260
4081_0:0029c9,3702_0:0000cc,318832at3193,LOC101244668,AT1G05260
4081_0:0029ed,3702_0:0000cc,318832at3193,LOC101244958,AT1G05260
4081_0:002ce9,3702_0:0000cc,318832at3193,LOC101245257,AT1G05260
4081_0:002f4e,3702_0:0000cc,318832at3193,LOC101244376,AT1G05260
4081_0:003521,3702_0:0000cc,318832at3193,LOC101255893,AT1G05260
4081_0:0038ac,3702_0:0000cc,318832at3193,LOC101250232,AT1G05260
4081_0:00392e,3702_0:0000cc,318832at3193,AT1G65970,AT1G05260
4081_0:00396c,3702_0:0000cc,318832at3193,LOC101248408,AT1G05260
4081_0:003c30,3702_0:0000cc,318832at3193,LOC101246070,AT1G05260
4081_0:003c35,3702_0:0000cc,318832at3193,LOC101249936,AT1G05260
4081_0:003e2d,3702_0:0000cc,318832at3193,LOC101250523,AT1G05260
4081_0:003fba,3702_0:0000cc,318832at3193,LOC101266746,AT1G05260
4081_0:005caf,3702_0:0000cc,318832at3193,LOC101246796,AT1G05260
4081_0:006027,3702_0:0000cc,318832at3193,LOC101265614,AT1G05260
4081_0:000138,3702_0:001466,318832at3193,LOC101247458,AT1G05240
4081_0:0029c9,3702_0:001466,318832at3193,LOC101244668,AT1G05240
4081_0:0029ed,3702_0:001466,318832at3193,LOC101244958,AT1G05240
4081_0:002ce9,3702_0:001466,318832at3193,LOC101245257,AT1G05240
4081_0:002f4e,3702_0:001466,318832at3193,LOC101244376,AT1G05240
